system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
1300,1464,1425,1029,1182,987,934,1098,1276,1354,1373,1455,0,2023-08-25,-39.94253659816272,-66.62086394487872,"{""type"":""MultiPoint"",""coordinates"":[]}"
1301,1499,111,83,1228,942,382,322,249,256,190,210,0,2023-10-28,18.966290204497533,-91.61087683657668,"{""type"":""MultiPoint"",""coordinates"":[]}"
1303,1343,1801,1490,1389,1788,2164,2264,2290,2335,2255,2272,0,2023-08-24,28.891580695501425,85.51308064513623,"{""type"":""MultiPoint"",""coordinates"":[]}"
1304,1569,3043,2105,1513,1460,1470,1605,2366,2753,2630,3035,0,2023-04-09,-16.662976184527103,16.69325857844923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1305,1515,3177,2046,1349,1379,1697,1865,2302,2556,2591,2873,0,2023-01-03,11.340422020288662,0.3914344035971632,"{""type"":""MultiPoint"",""coordinates"":[]}"
1306,5314,700,485,4636,3941,4594,5068,4809,5318,4538,5371,0,2023-10-12,64.70348737167178,-127.5806736361178,"{""type"":""MultiPoint"",""coordinates"":[]}"
1307,1555,2627,2494,1391,1455,1774,1950,2001,2088,1944,2066,0,2023-02-17,40.24243200622994,101.24606043900565,"{""type"":""MultiPoint"",""coordinates"":[]}"
1309,2172,6596,5535,2309,3102,4600,4702,4976,5404,5072,5543,0,2023-10-14,19.81114924827257,-3.3513660302421413,"{""type"":""MultiPoint"",""coordinates"":[]}"
1310,1304,1328,512,1045,1001,648,1099,2277,2882,2792,3351,0,2023-04-19,-8.006455036684786,138.3628597129614,"{""type"":""MultiPoint"",""coordinates"":[]}"
1313,1570,412,311,1242,834,608,557,561,518,521,514,0,2023-09-30,-12.904404074043901,-134.6411207145502,"{""type"":""MultiPoint"",""coordinates"":[]}"
1315,2828,2071,1965,2040,1764,1816,2088,2123,2216,1558,2277,0,2023-08-19,-34.13509033958775,-78.74757728626825,"{""type"":""MultiPoint"",""coordinates"":[]}"
1318,1283,219,201,952,648,429,417,388,380,314,352,0,2023-08-11,48.31391194113416,-59.10438854483025,"{""type"":""MultiPoint"",""coordinates"":[]}"
1319,1568,816,533,1448,1291,1007,944,885,853,878,799,0,2023-04-25,-3.661475063473517,-38.60896923164405,"{""type"":""MultiPoint"",""coordinates"":[]}"
1320,1962,5868,4660,2010,2467,3743,3996,4291,4609,4495,4821,0,2023-04-16,30.5519948229714,41.616006280899704,"{""type"":""MultiPoint"",""coordinates"":[]}"
1322,1436,215,161,1081,664,429,382,354,333,364,283,0,2023-09-05,-14.018376793662018,-37.92762788188391,"{""type"":""MultiPoint"",""coordinates"":[]}"
1325,1384,1472,933,1036,930,723,923,2018,2580,2199,2831,0,2023-06-04,3.658450037345417,-57.08711675305481,"{""type"":""MultiPoint"",""coordinates"":[]}"
1327,9018,1058,1023,8709,7914,8444,8516,8516,8447,8140,8277,0,2023-05-14,76.25871028552822,-92.1172573831457,"{""type"":""MultiPoint"",""coordinates"":[]}"
1329,2123,1090,832,1872,1484,1308,1195,1214,1273,1108,1275,0,2023-06-15,25.45032643968624,122.26663615040127,"{""type"":""MultiPoint"",""coordinates"":[]}"
1330,1426,3810,2754,1308,1407,1709,1730,2061,2311,2410,2598,0,2023-04-23,-12.372727252322216,-46.02755358857855,"{""type"":""MultiPoint"",""coordinates"":[]}"
1332,1966,3656,2914,1847,2006,2566,2651,2806,2889,2715,2816,0,2023-05-22,29.737100822859944,-7.131783696548111,"{""type"":""MultiPoint"",""coordinates"":[]}"
1333,1453,3113,2759,1438,1414,1504,1583,1895,2090,2147,2265,0,2023-10-23,36.32757038602549,74.74290137617804,"{""type"":""MultiPoint"",""coordinates"":[]}"
1335,1544,3054,2267,1568,1722,2211,2321,2440,2670,2636,2926,0,2023-04-04,13.341459536540492,33.09959836397358,"{""type"":""MultiPoint"",""coordinates"":[]}"
1337,2603,2192,1174,2771,2547,2406,2355,3179,3822,3528,4117,0,2023-09-30,-7.036949529119926,144.65440337557902,"{""type"":""MultiPoint"",""coordinates"":[]}"
1340,1570,3176,2667,1647,1825,2332,2357,2475,2587,2437,2620,0,2023-02-02,-27.840158395935077,17.293077997820106,"{""type"":""MultiPoint"",""coordinates"":[]}"
1341,1300,270,202,946,694,528,482,446,423,346,380,0,2023-05-31,47.84849645850365,149.37768655612066,"{""type"":""MultiPoint"",""coordinates"":[]}"
1345,1400,20,10,897,462,224,178,153,124,99,86,0,2023-05-15,-19.287596134177967,-159.56193659373784,"{""type"":""MultiPoint"",""coordinates"":[]}"
1346,2085,1542,807,1813,1589,1373,1480,2166,2646,2527,2939,0,2023-01-09,1.4353993659631556,11.000462594680391,"{""type"":""MultiPoint"",""coordinates"":[]}"
1347,1242,2495,2034,1008,896,1157,1416,1835,1969,1768,2075,0,2023-05-22,-28.432752308614997,132.31000205723066,"{""type"":""MultiPoint"",""coordinates"":[]}"
1348,1237,1094,456,930,812,447,809,1695,1959,1883,2064,0,2023-09-04,61.36838324640923,119.37714944743483,"{""type"":""MultiPoint"",""coordinates"":[]}"
1354,1429,1460,792,1063,749,634,859,1198,1343,1383,1668,0,2023-10-04,60.96994807684758,-103.0212683714112,"{""type"":""MultiPoint"",""coordinates"":[]}"
1357,5877,6845,5001,6026,5978,6446,6612,7235,7956,7540,8265,0,2023-07-05,36.80449168901988,128.41460382847467,"{""type"":""MultiPoint"",""coordinates"":[]}"
1360,6334,896,831,6139,5500,6351,6763,7041,7083,6890,7256,0,2023-01-13,50.972953784565505,41.0461472896105,"{""type"":""MultiPoint"",""coordinates"":[]}"
1366,1236,44,43,852,489,275,234,195,186,151,139,0,2023-04-20,54.342537719196464,152.30782756244923,"{""type"":""MultiPoint"",""coordinates"":[]}"
1369,5560,48,40,4294,2613,2050,1926,1704,1560,1370,1282,0,2023-02-11,66.60542277854638,145.2207217550356,"{""type"":""MultiPoint"",""coordinates"":[]}"
1371,1240,132,97,881,571,370,315,289,275,222,240,0,2023-01-15,18.24208502715383,57.218191691638786,"{""type"":""MultiPoint"",""coordinates"":[]}"
1372,1852,4912,3860,1868,2294,2961,3052,3511,3909,3529,4096,0,2023-08-10,16.023595829144327,5.986868324141889,"{""type"":""MultiPoint"",""coordinates"":[]}"
1374,1272,2740,1727,1125,1030,1036,1259,1738,1985,2022,2230,0,2023-11-30,30.313368322501237,-98.56434409001098,"{""type"":""MultiPoint"",""coordinates"":[]}"
1379,1377,371,211,1157,1041,935,1019,950,1023,947,938,0,2023-12-30,14.432616362856969,32.519120006472036,"{""type"":""MultiPoint"",""coordinates"":[]}"
1380,8911,986,1169,8775,7925,8422,8578,8477,8391,8203,8086,0,2023-03-03,-75.80105437863048,130.58594202819978,"{""type"":""MultiPoint"",""coordinates"":[]}"
1381,1448,226,157,1161,758,530,451,424,397,382,341,0,2023-12-10,-5.948954151474704,107.67939884421567,"{""type"":""MultiPoint"",""coordinates"":[]}"
1382,2174,1736,1455,2070,1997,2212,2166,2158,2220,2363,2249,0,2023-12-12,28.36327144671414,89.02085603978014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1383,901,593,264,647,455,297,446,1086,1331,1277,1470,0,2023-10-12,42.54237628910459,2.0909186127184354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1385,1957,4255,3379,2004,2166,2796,3014,3205,3423,3295,3644,0,2023-08-09,30.29492222084195,-105.4913971272878,"{""type"":""MultiPoint"",""coordinates"":[]}"
1389,1192,1622,606,890,822,467,772,2209,2872,2884,3275,0,2023-11-02,6.321699836190295,-3.387637313971889,"{""type"":""MultiPoint"",""coordinates"":[]}"
1390,2482,2558,1751,2195,2017,1913,1944,2633,3201,2879,3477,0,2023-08-07,0.8816669699071945,25.851201036322898,"{""type"":""MultiPoint"",""coordinates"":[]}"
1396,1322,24,16,1044,769,296,215,190,148,126,113,0,2023-04-18,-40.57740917205057,173.029015560982,"{""type"":""MultiPoint"",""coordinates"":[]}"
1401,8597,856,878,8210,7110,7591,7768,7733,7519,7112,7147,0,2023-03-05,-77.32994922379042,67.6351851694465,"{""type"":""MultiPoint"",""coordinates"":[]}"
1404,1457,227,197,970,587,398,351,346,363,252,329,0,2023-03-29,-3.6846656607151873,41.50018085437326,"{""type"":""MultiPoint"",""coordinates"":[]}"
1406,8373,404,397,8043,7109,7323,7273,7193,6956,6580,6721,0,2023-03-06,-72.58251650776485,-9.170488733214686,"{""type"":""MultiPoint"",""coordinates"":[]}"
1408,1472,1668,987,1418,1316,1126,1425,2253,2610,2634,2910,0,2023-05-27,-6.167370228114664,144.0153007176293,"{""type"":""MultiPoint"",""coordinates"":[]}"
1409,1288,1887,1290,1020,886,853,1016,1494,1791,1696,1980,0,2023-07-11,52.984266237000945,52.51931198353996,"{""type"":""MultiPoint"",""coordinates"":[]}"
1419,1571,3368,2363,1341,1265,1359,1539,1838,2104,2095,2439,0,2023-03-06,25.406121082404855,-98.24445611900234,"{""type"":""MultiPoint"",""coordinates"":[]}"
1423,1274,2349,1539,1075,995,966,1205,1723,1929,1884,2122,0,2023-06-09,47.45158482884769,44.468893073615035,"{""type"":""MultiPoint"",""coordinates"":[]}"
1425,1570,5719,4424,1537,2029,3321,3373,3839,4376,3885,4598,0,2023-06-18,14.037658486494212,-3.7736827898880767,"{""type"":""MultiPoint"",""coordinates"":[]}"
1427,1389,75,56,935,529,303,269,225,207,177,174,0,2023-08-22,35.40996388996593,11.85928800839182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1429,1246,2073,1148,955,856,741,1123,1872,2112,2263,2580,0,2023-08-26,64.33314155248978,11.067416010263056,"{""type"":""MultiPoint"",""coordinates"":[]}"
1432,1132,159,165,736,468,301,296,281,312,169,280,0,2023-12-21,-45.67109361023798,-74.95865033281797,"{""type"":""MultiPoint"",""coordinates"":[]}"
1437,1189,2029,947,958,974,766,1063,2565,3228,3298,3655,0,2023-08-07,16.202344856592184,121.05743269646605,"{""type"":""MultiPoint"",""coordinates"":[]}"
1438,1494,425,329,1125,800,632,557,536,552,501,501,0,2023-03-02,9.12322909267345,161.5899916438818,"{""type"":""MultiPoint"",""coordinates"":[]}"
1440,7008,306,269,6746,5930,6147,6244,6105,5689,5019,5421,0,2023-06-01,76.66303921557996,128.5464488222926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1443,1486,2195,1637,1245,978,1066,1151,1194,1266,1297,1411,0,2023-11-10,48.03125250515987,83.08379011754722,"{""type"":""MultiPoint"",""coordinates"":[]}"
1444,1614,44,13,1184,687,350,300,245,216,187,150,0,2023-06-11,-40.35950199103647,174.3086104134661,"{""type"":""MultiPoint"",""coordinates"":[]}"
1446,1627,457,370,1251,883,706,633,625,637,534,623,0,2023-03-24,21.74922058112233,-76.905657196831,"{""type"":""MultiPoint"",""coordinates"":[]}"
1447,1327,2344,1405,1037,932,686,960,1733,2040,1980,2303,0,2023-06-24,18.086906143656506,-90.4824246381768,"{""type"":""MultiPoint"",""coordinates"":[]}"
1449,1527,79,46,1368,1141,488,355,247,241,199,192,0,2023-04-19,-11.8478393091142,130.40917123035118,"{""type"":""MultiPoint"",""coordinates"":[]}"
1451,1499,60,44,938,485,281,230,198,184,153,139,0,2023-04-12,-25.492712001450474,-133.31654916468798,"{""type"":""MultiPoint"",""coordinates"":[]}"
1452,2192,1615,763,1522,1371,1159,1402,2213,2814,2345,2913,0,2023-09-20,6.176955262769227,-3.6128074370340513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1453,1353,2384,1611,1065,874,876,1111,1405,1566,1763,1847,0,2023-03-28,43.04238491212279,26.894784370899227,"{""type"":""MultiPoint"",""coordinates"":[]}"
1455,1293,2576,1452,1162,1134,966,1268,2558,3121,2952,3555,0,2023-06-13,42.30274229952881,19.50351095210847,"{""type"":""MultiPoint"",""coordinates"":[]}"
1457,1837,5207,3915,1711,1999,2988,3232,3574,3984,3841,4372,0,2023-01-12,7.300033594875774,49.441119058903666,"{""type"":""MultiPoint"",""coordinates"":[]}"
1459,1610,253,277,1084,671,475,369,379,327,360,317,0,2023-12-30,19.908664724394768,159.62219372703012,"{""type"":""MultiPoint"",""coordinates"":[]}"
1461,1074,1904,919,845,816,591,952,2351,2867,2863,3182,0,2023-02-27,-16.182477300344473,16.332210938313896,"{""type"":""MultiPoint"",""coordinates"":[]}"
1462,1450,518,499,1088,835,607,617,644,682,465,732,0,2023-12-07,-39.045563612116304,150.07975910532477,"{""type"":""MultiPoint"",""coordinates"":[]}"
1465,1825,602,350,1324,905,761,789,825,908,860,977,0,2023-02-24,40.49345806638723,34.681499660661906,"{""type"":""MultiPoint"",""coordinates"":[]}"
1466,1760,703,535,1672,1376,1124,861,819,781,1061,765,0,2023-11-24,-25.345419748979282,158.227535986096,"{""type"":""MultiPoint"",""coordinates"":[]}"
1470,2972,396,349,2655,2041,2030,1893,2281,2220,2772,2440,0,2023-12-06,55.295093538768036,86.51698986147643,"{""type"":""MultiPoint"",""coordinates"":[]}"
1472,1709,544,401,1435,1277,948,811,766,783,632,769,0,2023-07-25,15.348803330131734,73.71205163755985,"{""type"":""MultiPoint"",""coordinates"":[]}"
1474,1206,2048,1165,930,864,815,1119,1677,1995,1920,2264,0,2023-03-11,-32.80539807108278,115.66010363411014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1480,1506,1767,1336,1274,1284,1627,1766,1787,1909,1763,1870,0,2023-02-25,32.97772152701991,54.4398122078649,"{""type"":""MultiPoint"",""coordinates"":[]}"
1481,1504,2496,1700,1304,1319,1348,1547,2173,2591,2384,2741,0,2023-04-10,21.35095305126378,83.55852375040585,"{""type"":""MultiPoint"",""coordinates"":[]}"
1482,957,886,353,668,549,285,550,1677,1997,2105,2246,0,2023-09-09,36.902346949081206,139.1340636860281,"{""type"":""MultiPoint"",""coordinates"":[]}"
1485,1779,1807,1382,1521,1465,1388,1620,2058,2414,1888,2529,0,2023-01-31,31.05816782285434,29.685555221193162,"{""type"":""MultiPoint"",""coordinates"":[]}"
1493,1406,288,219,1067,725,529,483,465,456,376,417,0,2023-03-09,11.659444379833557,47.96825651898444,"{""type"":""MultiPoint"",""coordinates"":[]}"
1494,1187,490,181,889,634,402,411,924,1300,1273,1397,0,2023-03-27,-6.774390132151747,-67.7634593773196,"{""type"":""MultiPoint"",""coordinates"":[]}"
1497,1219,106,78,860,541,322,285,258,234,208,196,0,2023-06-17,55.03147712829955,-172.48362462148728,"{""type"":""MultiPoint"",""coordinates"":[]}"
1498,1384,1116,554,1031,752,576,858,1387,1616,1638,1776,0,2023-10-15,57.09215956268894,-98.0900918793138,"{""type"":""MultiPoint"",""coordinates"":[]}"
1499,8423,1432,1318,7996,7116,7746,7918,7911,7783,7500,7689,0,2023-04-01,61.84683863253773,-171.8752779431067,"{""type"":""MultiPoint"",""coordinates"":[]}"
1503,7369,1710,1229,4057,3377,3837,4057,4230,4659,3666,4515,0,2023-04-13,68.5396312108367,174.5694246821942,"{""type"":""MultiPoint"",""coordinates"":[]}"
1504,2097,92,67,1595,1021,667,589,540,511,400,417,0,2023-10-07,73.77059205042269,40.05273554077955,"{""type"":""MultiPoint"",""coordinates"":[]}"
1505,2040,3627,3182,1805,1907,2463,2690,2772,2918,2706,2912,0,2023-01-17,44.6378364328172,105.18045914788141,"{""type"":""MultiPoint"",""coordinates"":[]}"
1507,2089,3098,2260,1607,1590,1934,2320,2697,3053,2795,3206,0,2023-04-25,43.060740840329835,-91.47679636677434,"{""type"":""MultiPoint"",""coordinates"":[]}"
1508,1201,1771,890,930,802,654,985,1691,1960,1975,2462,0,2023-06-01,-16.71258714302804,34.02045197112182,"{""type"":""MultiPoint"",""coordinates"":[]}"
1511,1384,187,133,1008,607,405,341,298,299,299,252,0,2023-04-23,-6.142131774439852,103.95730145127587,"{""type"":""MultiPoint"",""coordinates"":[]}"
1515,9484,2335,2287,9582,8448,10192,11355,11144,11318,10243,11423,0,2023-04-12,-71.4218199504516,-58.981193877111814,"{""type"":""MultiPoint"",""coordinates"":[]}"
1516,1423,227,184,1003,573,366,375,353,349,273,334,0,2023-09-07,-9.709023040745542,-156.06493493181048,"{""type"":""MultiPoint"",""coordinates"":[]}"
1520,1166,553,236,793,564,312,518,1193,1286,1058,1518,0,2023-08-22,66.03127687758206,-148.0521077654163,"{""type"":""MultiPoint"",""coordinates"":[]}"
1522,1363,2817,1627,1162,1209,1130,1507,2691,3132,3041,3386,0,2023-07-01,51.22153478014069,-108.92978327446794,"{""type"":""MultiPoint"",""coordinates"":[]}"
1525,1383,1786,1277,1359,1249,1159,1189,1772,2372,1866,2322,0,2023-09-14,-28.49549296378444,-55.21887623410971,"{""type"":""MultiPoint"",""coordinates"":[]}"
1526,1290,2115,1591,997,798,812,884,1040,1142,1151,1259,0,2023-08-17,-32.30462142305149,125.708682720342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1538,1924,2547,2160,1743,1750,1958,2023,2123,2174,2161,2266,0,2023-01-18,38.37326844148303,-116.95333598911608,"{""type"":""MultiPoint"",""coordinates"":[]}"
1540,1472,1572,836,1190,997,790,1041,2302,3049,2720,3349,0,2023-03-01,-11.123349213820752,-73.12116013482117,"{""type"":""MultiPoint"",""coordinates"":[]}"
1541,1897,6211,5177,1990,2714,4172,4240,4563,5008,4708,5228,0,2023-07-05,15.585842160514883,27.719870705723448,"{""type"":""MultiPoint"",""coordinates"":[]}"
1543,1453,21,14,1005,575,301,238,193,180,135,119,0,2023-06-22,-32.799593791765595,15.446262832654314,"{""type"":""MultiPoint"",""coordinates"":[]}"
1545,1062,1133,527,808,711,443,886,1783,2058,2004,2316,0,2023-06-11,66.0116197993402,32.16803720432323,"{""type"":""MultiPoint"",""coordinates"":[]}"
1547,1695,933,387,1142,967,681,836,1538,1987,1927,2216,0,2023-05-14,-8.282428341152835,141.99757028974875,"{""type"":""MultiPoint"",""coordinates"":[]}"
1549,1743,510,392,1288,949,786,626,607,668,609,660,0,2023-11-10,-10.20765261751276,178.44785724111313,"{""type"":""MultiPoint"",""coordinates"":[]}"
1552,1312,402,168,951,706,426,470,982,1256,1131,1296,0,2023-05-08,-17.202373429873138,-63.08411211569418,"{""type"":""MultiPoint"",""coordinates"":[]}"
1555,1464,273,194,1068,691,481,447,400,415,345,394,0,2023-02-19,-0.11012196883193695,-45.874059062993354,"{""type"":""MultiPoint"",""coordinates"":[]}"
1564,1341,1314,523,1007,908,647,994,2144,2600,2522,2909,0,2023-09-22,45.776381975646366,-88.00045864941545,"{""type"":""MultiPoint"",""coordinates"":[]}"
1565,1509,555,405,1225,966,869,686,701,677,621,649,0,2023-11-18,-1.2220006440471514,-87.9332714539551,"{""type"":""MultiPoint"",""coordinates"":[]}"
1567,1339,143,112,917,509,335,302,266,249,212,233,0,2023-02-14,18.026802244836027,-53.5069170748226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1572,2267,4050,3808,2407,2602,2958,3097,3132,3207,3200,3297,0,2023-05-06,29.332252557737572,83.75548472336135,"{""type"":""MultiPoint"",""coordinates"":[]}"
1573,1505,468,368,1172,883,694,617,592,651,546,634,0,2023-11-02,-3.3395871355663544,122.33107116911481,"{""type"":""MultiPoint"",""coordinates"":[]}"
1579,1164,2187,1135,948,969,731,1144,2453,2878,2718,3188,0,2023-08-13,48.959209177490905,112.5612991686591,"{""type"":""MultiPoint"",""coordinates"":[]}"
1582,1306,35,13,915,591,346,290,256,233,181,172,0,2023-08-10,57.65098790496672,146.78677662556123,"{""type"":""MultiPoint"",""coordinates"":[]}"
1583,2063,4907,3658,2193,2492,3049,3211,3572,3998,3769,4315,0,2023-06-19,29.1325004364753,69.24830612709299,"{""type"":""MultiPoint"",""coordinates"":[]}"
1585,3703,745,424,5906,5731,6194,5271,5058,4995,5531,4790,0,2023-06-02,68.7863007097504,76.28598929584506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1589,1954,58,58,1410,802,528,448,398,355,250,272,0,2023-05-19,-49.079772855928816,-178.0644731592206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1590,5973,635,641,5626,4541,5006,5359,5537,5546,5330,5506,0,2023-03-06,68.56310754974555,23.58695470768101,"{""type"":""MultiPoint"",""coordinates"":[]}"
1593,1353,2245,1328,1015,838,785,950,1077,1147,906,1223,0,2023-11-08,25.373842038930828,105.50513975031141,"{""type"":""MultiPoint"",""coordinates"":[]}"
1594,1468,185,147,1076,687,462,391,372,361,324,317,0,2023-02-12,11.909101739592536,112.0817721921342,"{""type"":""MultiPoint"",""coordinates"":[]}"
1596,1437,219,144,985,620,499,353,386,355,268,282,0,2023-04-02,-19.13531462858237,-4.94989775569216,"{""type"":""MultiPoint"",""coordinates"":[]}"
1599,2312,384,408,1572,1300,1122,1278,1281,1231,1054,1168,0,2023-01-30,35.45707442408003,77.97183719878139,"{""type"":""MultiPoint"",""coordinates"":[]}"
1600,1801,2498,1926,1501,1307,1356,1561,1934,2174,1975,2316,0,2023-03-06,34.60132822459246,115.6741066291969,"{""type"":""MultiPoint"",""coordinates"":[]}"
1603,2877,864,561,2651,2671,2972,3015,3020,3223,2933,3268,0,2023-06-08,35.4457302468043,10.497901699246489,"{""type"":""MultiPoint"",""coordinates"":[]}"
1605,1944,2574,2239,1805,1848,2129,2083,2239,2408,2218,2453,0,2023-07-10,45.474547266085246,84.82616035425188,"{""type"":""MultiPoint"",""coordinates"":[]}"
1606,1141,711,334,806,627,360,593,1130,1276,1232,1412,0,2023-08-31,53.445250026401155,-89.82133755409194,"{""type"":""MultiPoint"",""coordinates"":[]}"
1610,7007,938,870,6172,4972,5031,5104,5004,4873,4559,4739,0,2023-09-02,-74.53580951229647,-39.87343626311017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1612,6861,1152,1190,6525,5670,5996,6067,5835,5485,5159,5071,0,2023-09-19,-65.18500916821877,125.54171107308406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1613,2198,3837,3607,2248,2545,3197,3263,3404,3451,3558,3493,0,2023-01-27,39.08517738084449,89.60864617931092,"{""type"":""MultiPoint"",""coordinates"":[]}"
1614,2051,1713,808,1795,1670,1378,1625,3157,3760,3643,4082,0,2023-07-26,51.66374963520469,-112.61999566679918,"{""type"":""MultiPoint"",""coordinates"":[]}"
