system:index,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,QA60,date,lat,lon,.geo
2611,1922,1061,845,1869,1466,1296,1249,1208,1255,1252,1228,0,2023-12-01,-15.579847487550557,150.60015873098243,"{""type"":""MultiPoint"",""coordinates"":[]}"
2612,1523,300,207,1144,785,611,528,519,507,405,484,0,2023-04-18,13.27264158903548,74.18528390266836,"{""type"":""MultiPoint"",""coordinates"":[]}"
2614,1202,4174,3437,1002,1011,1583,1637,1886,2152,2095,2487,0,2023-12-01,-20.268899517932034,-53.87088642527628,"{""type"":""MultiPoint"",""coordinates"":[]}"
2617,1061,1616,776,807,760,460,788,2486,3242,3318,3419,0,2023-10-05,-27.73230659868113,-54.379284614053475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2622,1111,1257,421,835,754,398,676,2355,3086,3416,3726,0,2023-11-10,2.8194149475091224,117.27219882227821,"{""type"":""MultiPoint"",""coordinates"":[]}"
2623,1673,2858,2379,1377,1414,1782,2121,2334,2508,2280,2554,0,2023-02-15,30.787482852920625,-112.34759977820909,"{""type"":""MultiPoint"",""coordinates"":[]}"
2624,1488,3614,2533,1333,1418,1849,2142,2363,2523,2425,2812,0,2023-04-09,-29.27652448991461,138.43871452996555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2630,1095,1328,555,838,743,509,759,1445,1659,1802,1834,0,2023-06-17,16.080312606519175,-92.09535480626586,"{""type"":""MultiPoint"",""coordinates"":[]}"
2632,1209,2570,2004,983,889,1102,1323,1488,1629,1639,1722,0,2023-06-08,-28.1675630099495,23.19378338189301,"{""type"":""MultiPoint"",""coordinates"":[]}"
2633,1349,14,14,875,473,246,194,161,139,113,96,0,2023-11-03,34.21194129163125,28.22631213436654,"{""type"":""MultiPoint"",""coordinates"":[]}"
2635,1303,135,105,906,550,374,325,306,287,218,244,0,2023-10-05,-33.67592174381152,152.3692550850257,"{""type"":""MultiPoint"",""coordinates"":[]}"
2636,1532,163,125,1134,722,481,434,394,386,300,331,0,2023-12-10,37.76456806896543,144.06810168773453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2641,3281,379,315,2675,1834,1704,1792,1943,1981,2157,2055,0,2023-12-03,57.11436254917852,93.741327357657,"{""type"":""MultiPoint"",""coordinates"":[]}"
2642,1354,1522,660,1120,970,721,954,2249,2950,2709,3323,0,2023-02-10,-10.11614514534363,-66.615969447506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2643,1589,1656,1399,1276,1212,1296,1302,1328,1370,1431,1424,0,2023-01-18,31.77002701976652,69.76533892966772,"{""type"":""MultiPoint"",""coordinates"":[]}"
2644,1379,65,39,930,526,301,255,226,194,175,159,0,2023-03-13,-33.51900418811618,28.944903980997115,"{""type"":""MultiPoint"",""coordinates"":[]}"
2646,1182,42,34,899,592,287,243,196,184,145,140,0,2023-04-09,45.88640152102374,36.50966889551653,"{""type"":""MultiPoint"",""coordinates"":[]}"
2649,1417,685,365,1015,675,512,572,701,778,740,908,0,2023-11-26,42.81592420913824,25.104127858525434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2650,1537,264,204,1102,714,489,415,407,420,345,381,0,2023-09-06,17.803979874381987,-75.35766577475036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2653,1415,167,153,1056,741,486,414,350,353,295,309,0,2023-06-12,59.843339983844274,-168.01522745135227,"{""type"":""MultiPoint"",""coordinates"":[]}"
2656,2155,6118,5051,2206,2753,3929,4089,4395,4706,4435,4848,0,2023-06-24,22.180445434771563,46.91272229462285,"{""type"":""MultiPoint"",""coordinates"":[]}"
2657,2073,1522,952,1443,1285,1168,1411,2325,2873,2321,3144,0,2023-05-10,-2.160610654793268,-73.12761823805118,"{""type"":""MultiPoint"",""coordinates"":[]}"
2660,1778,4198,3413,1643,1685,2104,2217,2464,2747,2580,3096,0,2023-04-02,11.413403779676967,3.8935284269779267,"{""type"":""MultiPoint"",""coordinates"":[]}"
2661,4801,2460,2454,4746,4436,4486,4392,4344,4357,4231,4309,0,2023-12-26,-68.99338982253174,-89.86379524329936,"{""type"":""MultiPoint"",""coordinates"":[]}"
2663,1460,2949,1781,1352,1283,1463,1560,2138,2563,2666,3041,0,2023-11-24,-14.044205703153517,141.73295150560853,"{""type"":""MultiPoint"",""coordinates"":[]}"
2667,1659,663,567,1337,957,848,828,824,803,706,801,0,2023-04-25,23.160793584952444,38.176724686695955,"{""type"":""MultiPoint"",""coordinates"":[]}"
2668,1618,2563,1858,1401,1231,1547,1627,1786,2011,2004,2286,0,2023-11-09,47.644771248849,-96.75880367289228,"{""type"":""MultiPoint"",""coordinates"":[]}"
2669,9602,1070,1164,9402,8868,9131,9264,9210,9054,8755,8824,0,2023-10-30,-71.0343000392384,113.6713316745743,"{""type"":""MultiPoint"",""coordinates"":[]}"
2672,3183,1021,971,2688,1910,1865,1974,2200,2249,2146,2250,0,2023-11-19,60.018977861714674,115.69299272714187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2673,2893,601,434,2211,1546,1298,1383,1707,1883,1830,1934,0,2023-11-11,65.80081278355846,34.78183977837456,"{""type"":""MultiPoint"",""coordinates"":[]}"
2674,1414,3097,2306,1409,1509,2000,1988,2222,2504,2426,2831,0,2023-01-12,14.039079205085352,37.79704729275675,"{""type"":""MultiPoint"",""coordinates"":[]}"
2675,1524,1587,1118,1339,1151,1094,1125,1538,1756,1663,1856,0,2023-12-10,23.432765372999466,116.2381966022826,"{""type"":""MultiPoint"",""coordinates"":[]}"
2677,1865,172,141,1407,899,519,459,389,354,348,259,0,2023-12-09,45.98101575676344,-2.134368203399781,"{""type"":""MultiPoint"",""coordinates"":[]}"
2680,1796,6500,5859,1923,2586,4743,4818,5089,5460,5506,5710,0,2023-11-15,30.52618801879143,-0.08367507762136504,"{""type"":""MultiPoint"",""coordinates"":[]}"
2682,1533,2216,1553,1236,1030,935,1122,1421,1532,1496,1622,0,2023-09-27,51.351707680087706,77.3868896499914,"{""type"":""MultiPoint"",""coordinates"":[]}"
2689,1286,114,78,901,527,325,262,230,215,216,201,0,2023-07-10,-0.7828130490487585,73.36741563706103,"{""type"":""MultiPoint"",""coordinates"":[]}"
2690,1806,746,544,1530,1007,825,896,847,882,792,799,0,2023-12-10,-19.54931557823101,-172.92832252292982,"{""type"":""MultiPoint"",""coordinates"":[]}"
2698,3492,1006,987,3019,2173,2268,2334,2375,2384,2217,2349,0,2023-11-30,59.02783493664383,-91.06932510892716,"{""type"":""MultiPoint"",""coordinates"":[]}"
2701,1850,3788,2866,1832,1983,2430,2514,2711,2873,2895,3125,0,2023-06-24,28.29614800623015,53.438832079209526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2702,1202,1075,492,885,700,488,735,1586,1885,1838,2081,0,2023-08-04,61.41761319718231,31.904748704870453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2706,1516,455,345,1095,794,660,606,583,611,493,569,0,2023-07-29,27.710124783841326,-91.84104109496701,"{""type"":""MultiPoint"",""coordinates"":[]}"
2707,1999,6809,5966,2041,2689,4400,4688,5061,5359,5121,5486,0,2023-04-13,22.456503210494574,23.650035923794995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2708,1445,59,45,1164,709,296,237,208,197,157,161,0,2023-01-02,-46.720456563051656,-72.61833046738508,"{""type"":""MultiPoint"",""coordinates"":[]}"
2710,1418,85,61,975,566,351,275,254,239,186,201,0,2023-09-20,34.393911916502596,141.07214523197214,"{""type"":""MultiPoint"",""coordinates"":[]}"
2711,1739,3334,2743,1642,1759,2225,2334,2495,2652,2405,2598,0,2023-11-28,26.054644486290563,42.52875085894966,"{""type"":""MultiPoint"",""coordinates"":[]}"
2715,3732,612,492,4108,3534,3478,3336,3963,4058,4536,4082,0,2023-11-09,61.264135062675344,-112.12913109988062,"{""type"":""MultiPoint"",""coordinates"":[]}"
2716,1243,2045,1157,978,854,870,1094,1608,1842,1813,2132,0,2023-06-26,-11.902929276886182,32.58581275127629,"{""type"":""MultiPoint"",""coordinates"":[]}"
2719,1233,1808,885,899,841,515,1030,2604,3376,3468,3753,0,2023-06-05,43.4100995159919,-3.359296737094864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2722,1164,52,43,767,456,256,212,195,168,130,132,0,2023-06-23,-15.525278413707667,60.59051058852583,"{""type"":""MultiPoint"",""coordinates"":[]}"
2727,1921,5770,5151,2057,2687,3940,4165,4436,4658,4578,4745,0,2023-02-20,22.471204249760184,1.07442015646641,"{""type"":""MultiPoint"",""coordinates"":[]}"
2731,10193,761,757,9987,9394,9661,9672,9595,9403,9116,9216,0,2023-12-24,-68.13770355011779,47.975674080733185,"{""type"":""MultiPoint"",""coordinates"":[]}"
2735,1396,2573,1923,1109,1030,1136,1356,1625,1752,1734,1892,0,2023-12-03,32.90124818211229,-110.86326797661026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2738,1505,100,72,978,553,321,275,255,230,193,191,0,2023-03-20,-23.38816469533079,-125.10223300989016,"{""type"":""MultiPoint"",""coordinates"":[]}"
2739,1296,1830,1188,1044,1029,932,1377,2275,2706,2712,2915,0,2023-12-26,11.866152165071925,39.800088125303965,"{""type"":""MultiPoint"",""coordinates"":[]}"
2742,2173,4083,3317,2170,2518,3229,3411,3574,3779,3611,3873,0,2023-01-28,28.822728053514364,46.94178875711866,"{""type"":""MultiPoint"",""coordinates"":[]}"
2748,9449,658,674,9097,8518,8739,8762,8598,8273,7945,7823,0,2023-01-26,-76.2732493713835,153.98624580950002,"{""type"":""MultiPoint"",""coordinates"":[]}"
2750,7089,861,902,6435,5109,5423,5659,5625,5561,5148,5469,0,2023-02-23,63.567232293448036,166.4561647412918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2751,1673,44,37,1219,787,440,362,294,258,229,185,0,2023-03-11,58.68304984335907,21.584198403890987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2752,1587,404,324,1400,1181,745,612,554,603,501,551,0,2023-04-12,-3.88850706426,120.38584149101506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2754,1274,2235,1053,1022,957,781,1122,2024,2563,2428,2956,0,2023-10-03,-8.413539870735988,-47.94791765962753,"{""type"":""MultiPoint"",""coordinates"":[]}"
2755,1453,309,211,1100,771,639,505,473,465,398,442,0,2023-04-11,3.963622489154233,-82.81329180935009,"{""type"":""MultiPoint"",""coordinates"":[]}"
2757,1721,5200,4499,1707,2153,3247,3433,3681,3999,3775,4187,0,2023-01-21,21.961048072721898,55.534469795135244,"{""type"":""MultiPoint"",""coordinates"":[]}"
2758,2000,2001,1636,1966,1953,2227,2378,2474,2556,2606,2688,0,2023-11-03,42.010365577377634,-109.0800846274506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2759,1314,89,69,908,517,295,243,229,222,160,188,0,2023-06-08,-12.618400593236835,-134.04138077173073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2760,1251,56,35,918,603,344,273,243,225,183,189,0,2023-09-25,42.754403106889114,-79.46180515903606,"{""type"":""MultiPoint"",""coordinates"":[]}"
2763,1179,2785,1820,987,980,894,1359,2247,2714,2537,2947,0,2023-03-22,-21.01247024872105,28.34920702002027,"{""type"":""MultiPoint"",""coordinates"":[]}"
2766,1485,257,165,1247,1112,761,657,573,632,525,575,0,2023-03-29,10.829757219522154,105.2059913399032,"{""type"":""MultiPoint"",""coordinates"":[]}"
2770,1345,1291,567,1041,884,598,970,2145,2601,2570,2881,0,2023-06-14,46.78739491499701,-81.29863388871551,"{""type"":""MultiPoint"",""coordinates"":[]}"
2773,1491,2588,1803,1353,1308,1354,1427,2060,2523,2347,2823,0,2023-07-16,13.98231944964271,-91.36048629388793,"{""type"":""MultiPoint"",""coordinates"":[]}"
2775,1294,2791,1386,1021,963,776,1135,2106,2576,2390,3017,0,2023-03-22,-5.613090131208328,-37.99364873019882,"{""type"":""MultiPoint"",""coordinates"":[]}"
2776,1910,5765,4631,1959,2462,3597,3694,4103,4526,4266,4853,0,2023-07-13,15.716457204258955,7.818747314502461,"{""type"":""MultiPoint"",""coordinates"":[]}"
2779,2969,3169,2438,2757,2678,2607,2712,3522,4106,3908,4444,0,2023-03-29,-3.5032454873991594,-52.5129952944845,"{""type"":""MultiPoint"",""coordinates"":[]}"
2784,1410,397,360,984,653,493,452,456,518,371,504,0,2023-07-18,16.754684886653035,-83.5807531045005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2788,1359,2414,1753,1086,1040,1443,1617,1932,2054,2046,2177,0,2023-12-05,37.26036656649611,38.16366936693892,"{""type"":""MultiPoint"",""coordinates"":[]}"
2792,1287,43,25,893,492,275,225,185,185,139,136,0,2023-01-08,10.875686524713476,-81.37126344306405,"{""type"":""MultiPoint"",""coordinates"":[]}"
2796,1314,1894,679,1013,868,542,923,2732,3445,3322,3982,0,2023-08-02,29.52151584325322,119.70206637324698,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800,2124,1123,605,1887,1462,1104,1099,1726,2161,2138,2283,0,2023-10-08,3.9873918592988074,10.891561294884944,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801,2028,1168,1073,1627,1286,1193,1202,1241,1350,1006,1390,0,2023-11-07,6.484294720218345,135.28503759327535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804,4209,2003,1706,3051,2446,2643,2688,2755,2847,2470,2956,0,2023-04-19,64.51558850884825,-50.33154835158372,"{""type"":""MultiPoint"",""coordinates"":[]}"
2808,1548,353,362,1166,794,552,487,453,434,402,407,0,2023-06-06,73.2864686851323,1.954725300318005,"{""type"":""MultiPoint"",""coordinates"":[]}"
2810,1563,503,429,1116,814,706,634,635,650,460,647,0,2023-03-11,8.991640825014608,110.41115673577436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2812,1286,99,78,915,535,317,264,243,228,192,192,0,2023-12-30,-8.584938714754186,-141.6935168092215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2813,6136,5342,3071,6475,6584,7312,7059,7546,8024,6975,8109,0,2023-02-26,-0.4821556779574897,-58.364251988218705,"{""type"":""MultiPoint"",""coordinates"":[]}"
2815,2224,737,660,2027,1638,1575,1506,1437,1428,1446,1377,0,2023-01-02,-14.882491678584524,-168.6390038034536,"{""type"":""MultiPoint"",""coordinates"":[]}"
2817,1256,2047,1373,1150,1178,1335,1564,1672,1818,1839,2028,0,2023-04-20,38.03598723197128,100.70759217746757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2823,1394,294,221,1113,842,625,563,533,521,454,474,0,2023-12-18,9.265747510802086,-14.467242159020365,"{""type"":""MultiPoint"",""coordinates"":[]}"
2825,1350,136,103,951,570,334,298,273,249,222,207,0,2023-08-03,-18.695351660430283,59.842782691850104,"{""type"":""MultiPoint"",""coordinates"":[]}"
2827,1528,500,391,1284,971,814,655,603,603,728,557,0,2023-01-02,-21.129433380395653,114.37915326495236,"{""type"":""MultiPoint"",""coordinates"":[]}"
2831,2023,1222,918,1108,983,868,953,1701,2206,1600,2492,0,2023-05-15,8.390225690629482,80.00873058950742,"{""type"":""MultiPoint"",""coordinates"":[]}"
2833,1256,2225,1791,1018,897,1296,1409,1639,1656,1542,1643,0,2023-06-09,-22.918232091727052,116.10320860674446,"{""type"":""MultiPoint"",""coordinates"":[]}"
2834,8207,1972,2045,8079,7554,7782,8005,7967,7790,7568,7695,0,2023-09-13,-72.26827141781081,132.45170583197134,"{""type"":""MultiPoint"",""coordinates"":[]}"
2835,1800,2204,1218,1484,1490,1332,1600,2897,3624,3256,3897,0,2023-08-15,19.739914260872183,110.13326497730144,"{""type"":""MultiPoint"",""coordinates"":[]}"
2836,1087,1251,461,774,607,378,591,1777,2288,2146,2793,0,2023-05-12,-18.680291725585512,-59.42717305619555,"{""type"":""MultiPoint"",""coordinates"":[]}"
2840,1476,3695,2915,1241,1458,2072,2424,2717,2938,2701,3195,0,2023-02-06,4.9480953438554405,43.8044660442631,"{""type"":""MultiPoint"",""coordinates"":[]}"
2843,1525,210,183,1114,701,471,411,409,411,325,383,0,2023-12-21,5.064920116428895,73.80512669860336,"{""type"":""MultiPoint"",""coordinates"":[]}"
2851,1621,764,692,1437,1384,1115,1012,995,1019,828,991,0,2023-03-29,19.949988521316637,-17.103601288884104,"{""type"":""MultiPoint"",""coordinates"":[]}"
2861,1531,115,87,1365,1237,740,578,351,345,265,266,0,2023-02-16,22.407344271670055,69.1396417325068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2862,1647,721,564,1286,949,821,781,771,819,684,828,0,2023-04-28,11.596782482608274,81.00572540324221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2863,1901,2623,2297,1779,1835,2262,2280,2362,2534,2334,2512,0,2023-04-19,34.44154133875134,54.716806150671026,"{""type"":""MultiPoint"",""coordinates"":[]}"
2865,1350,132,92,945,563,358,294,263,252,212,213,0,2023-05-03,-20.51165949858742,169.741981214981,"{""type"":""MultiPoint"",""coordinates"":[]}"
2868,1834,6666,5747,1896,2675,4597,5029,5476,5800,5627,5975,0,2023-12-22,18.989565841153844,-12.911599752571588,"{""type"":""MultiPoint"",""coordinates"":[]}"
2871,1588,1524,766,1319,1228,960,1222,2178,2580,2211,2688,1024,2023-09-14,10.82410738059734,5.8103452921753735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2872,2474,7282,6315,2749,3828,5418,5753,6056,6368,6192,6490,0,2023-03-25,17.14300082541538,10.893138668393256,"{""type"":""MultiPoint"",""coordinates"":[]}"
2876,1093,2458,1740,953,928,904,1161,1705,1929,1865,2116,0,2023-07-09,47.86924156417084,99.14238608938827,"{""type"":""MultiPoint"",""coordinates"":[]}"
2878,1678,1894,1441,1267,977,933,1020,1188,1302,1249,1410,0,2023-01-01,46.05157045264663,19.06571027149918,"{""type"":""MultiPoint"",""coordinates"":[]}"
2881,1209,2469,1372,1021,1086,914,1314,2661,3071,2877,3276,0,2023-08-09,26.36022920919367,102.90834922664726,"{""type"":""MultiPoint"",""coordinates"":[]}"
2882,1251,2513,1807,958,920,1243,1363,1701,1774,1723,1804,0,2023-09-13,-26.200791753833023,119.03081326660352,"{""type"":""MultiPoint"",""coordinates"":[]}"
2884,1612,1495,732,1241,1008,775,1098,1936,2104,2042,2313,0,2023-02-24,23.940774834168636,109.69253365973242,"{""type"":""MultiPoint"",""coordinates"":[]}"
2885,1198,151,138,868,556,366,335,314,295,240,275,0,2023-06-13,59.119072472853034,-171.27999609516243,"{""type"":""MultiPoint"",""coordinates"":[]}"
2886,3006,1933,1424,2591,2431,2887,3775,3842,4004,3112,3894,0,2023-02-26,38.46939642235596,37.14616002008436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2887,1432,293,218,1102,763,583,504,492,494,425,434,0,2023-09-05,22.84984391042305,67.15099312775526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2888,1267,127,105,858,502,315,291,252,254,191,197,0,2023-03-08,-26.657053914157807,111.99264974110471,"{""type"":""MultiPoint"",""coordinates"":[]}"
2889,2496,788,635,1977,1324,1180,1066,1056,1125,977,1072,0,2023-06-02,-47.353204214535936,176.58645527710064,"{""type"":""MultiPoint"",""coordinates"":[]}"
2892,1262,1726,1033,988,943,668,1047,2210,2616,2421,2797,0,2023-06-23,53.31161321386847,36.04802563007245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2894,1358,2737,1744,1110,994,1160,1344,1622,1888,1818,2148,0,2023-07-12,-13.575866077523447,131.73247451684747,"{""type"":""MultiPoint"",""coordinates"":[]}"
2899,4158,541,539,2801,2412,2657,3092,3595,3676,3567,3786,0,2023-03-04,63.52678621997331,-139.1318876032573,"{""type"":""MultiPoint"",""coordinates"":[]}"
2900,1260,2865,1625,1142,1233,1116,1455,2862,3614,3566,3975,0,2023-09-15,39.41167446180561,-99.82988137099784,"{""type"":""MultiPoint"",""coordinates"":[]}"
2901,2033,6470,5571,2098,2793,4218,4337,4723,5134,4641,5252,0,2023-07-13,31.526920043725262,5.421961690796974,"{""type"":""MultiPoint"",""coordinates"":[]}"
2902,1288,59,42,901,505,285,228,204,192,161,143,0,2023-05-29,9.729194362706448,122.0669485049274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2904,8400,1847,1710,8231,6487,8335,9057,9248,9331,9296,9305,0,2023-02-10,68.68922942716443,-90.58211917105186,"{""type"":""MultiPoint"",""coordinates"":[]}"
2910,1783,1028,767,1588,1388,1277,1159,1170,1195,1032,1202,0,2023-10-11,-5.531597304661377,137.86421885238124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2913,1383,31,19,999,575,271,224,189,153,128,121,0,2023-08-02,-30.91589531771154,114.92262927401279,"{""type"":""MultiPoint"",""coordinates"":[]}"
2915,4146,915,875,4022,3718,3911,4294,4283,4385,4109,4538,0,2023-02-20,50.06502079102533,49.4269369178018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2919,1268,2661,1242,1152,1162,1024,1252,2934,3816,3626,4403,0,2023-07-11,29.48079587287041,-97.46334214863846,"{""type"":""MultiPoint"",""coordinates"":[]}"
2921,1326,32,27,897,473,260,202,173,156,127,109,0,2023-10-16,34.167873018158346,-12.889101594240065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2922,1252,1004,523,1292,1311,1498,1524,2150,2464,2222,2485,0,2023-05-30,46.489349530798805,141.84216748851864,"{""type"":""MultiPoint"",""coordinates"":[]}"
2923,1387,1601,1341,1242,1163,1304,1266,1358,1445,1459,1490,0,2023-05-06,23.34561373094776,76.27151803574105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2925,1338,65,43,876,472,270,215,189,168,153,138,0,2023-04-13,-14.780602131361613,162.22568244030367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2928,1476,2229,1461,1207,1008,1109,1215,1335,1494,1533,1741,0,2023-06-17,70.8466816659264,150.55208093569564,"{""type"":""MultiPoint"",""coordinates"":[]}"
2929,7868,851,862,7404,6170,6936,7223,7247,7176,6698,6989,0,2023-03-19,-77.88182896770611,-27.750937461498506,"{""type"":""MultiPoint"",""coordinates"":[]}"
2930,1654,841,644,1449,1128,1086,924,937,980,882,974,0,2023-06-08,25.64499309850052,-96.57833680174619,"{""type"":""MultiPoint"",""coordinates"":[]}"
2932,1472,156,115,1052,656,423,363,333,333,269,281,0,2023-01-26,9.273303361619268,-77.26936223120028,"{""type"":""MultiPoint"",""coordinates"":[]}"
2933,6181,265,220,5527,4531,4552,4520,4417,4361,3939,4178,0,2023-10-01,76.31174967095458,108.54777279424518,"{""type"":""MultiPoint"",""coordinates"":[]}"
2934,1270,29,18,849,450,226,176,151,140,93,97,0,2023-12-19,-1.9025738424336247,73.86691477411138,"{""type"":""MultiPoint"",""coordinates"":[]}"
2935,1222,1698,679,914,825,499,909,2282,3154,3116,3411,0,2023-09-17,-10.270761901742851,-61.291579533482086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2936,9131,310,294,8932,8174,8493,8351,8306,8136,7413,7685,0,2023-04-05,55.613591912684356,-81.32878008727924,"{""type"":""MultiPoint"",""coordinates"":[]}"
2939,8356,722,661,8244,7555,7965,8069,8076,8047,7631,7901,0,2023-09-03,76.68716563024569,-27.33806023598959,"{""type"":""MultiPoint"",""coordinates"":[]}"
2940,1248,2001,1511,1087,1022,1131,1336,1692,1812,1771,1938,0,2023-11-07,-41.11402450868946,-70.97740546321174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2941,1371,146,119,969,557,349,294,287,259,217,231,0,2023-04-29,-10.580733747276,-144.4144217931379,"{""type"":""MultiPoint"",""coordinates"":[]}"
2943,1550,4386,3265,1518,1688,2232,2374,2690,3070,2998,3458,0,2023-12-01,11.910663589959048,7.738572337855313,"{""type"":""MultiPoint"",""coordinates"":[]}"
2944,1510,2137,1755,1328,1235,1393,1508,1711,1855,1893,1913,0,2023-11-15,42.15481865341812,-116.57072474349926,"{""type"":""MultiPoint"",""coordinates"":[]}"
2945,2287,3531,2905,2137,1962,2154,2514,2737,2888,2738,3068,0,2023-12-11,47.2068231341853,57.639933583160605,"{""type"":""MultiPoint"",""coordinates"":[]}"
2946,2306,717,585,2000,1367,1166,1119,1042,1031,1056,924,0,2023-12-18,50.387467599625694,158.9178029630716,"{""type"":""MultiPoint"",""coordinates"":[]}"
2947,1183,2583,1899,919,847,1147,1410,1552,1682,1438,1659,0,2023-01-20,-25.829564295533455,119.57230219269412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2948,5182,926,913,5113,4535,4964,4913,4958,4776,4659,4576,0,2023-02-11,47.435529918763926,146.91094991109716,"{""type"":""MultiPoint"",""coordinates"":[]}"
2949,1220,1548,530,912,854,464,912,2693,3430,3231,3857,0,2023-02-18,-19.049158283431645,-58.50361864232124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2951,1386,122,77,989,620,385,328,307,291,251,259,0,2023-11-15,-8.246963703429666,120.62789028179387,"{""type"":""MultiPoint"",""coordinates"":[]}"
2952,1219,2560,1258,979,919,825,1077,1674,2055,1976,2421,0,2023-10-04,5.74751184804069,-68.88396582726219,"{""type"":""MultiPoint"",""coordinates"":[]}"
2953,7989,158,146,8318,8001,8408,8242,7912,7479,6903,7030,0,2023-07-22,77.07895923812755,-70.83140443157588,"{""type"":""MultiPoint"",""coordinates"":[]}"
2959,7713,556,560,7901,7118,6830,6458,6289,6001,5430,5650,0,2023-06-29,73.057160030756,-130.09460429823673,"{""type"":""MultiPoint"",""coordinates"":[]}"
2961,1785,952,755,1521,1234,1154,1085,1066,1109,1025,1121,0,2023-04-14,13.78754632268342,-63.8368495460579,"{""type"":""MultiPoint"",""coordinates"":[]}"
2962,1152,1603,572,838,715,387,649,2393,3352,3318,3910,0,2023-10-20,21.929257109844794,102.69589041523436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2964,1658,123,86,1203,707,436,375,347,327,254,263,0,2023-12-12,45.271348455948996,-10.300983194168651,"{""type"":""MultiPoint"",""coordinates"":[]}"
2966,8345,675,732,8079,7181,7965,8052,8128,7966,7678,7763,0,2023-03-06,68.05099627830867,-161.94986148030833,"{""type"":""MultiPoint"",""coordinates"":[]}"
2970,1384,2008,1065,1128,1055,770,1122,2500,3011,2885,3422,0,2023-06-25,6.99671064237652,37.40285220773878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2972,1846,3696,3507,1834,2036,2499,2665,2773,2917,2782,2973,0,2023-03-09,45.86500159683895,92.37143004122174,"{""type"":""MultiPoint"",""coordinates"":[]}"
2973,3058,2048,1668,2727,2353,2359,2305,2314,2372,2274,2396,0,2023-07-08,-32.02808893403424,156.20794245839622,"{""type"":""MultiPoint"",""coordinates"":[]}"
2977,1509,3916,2620,1342,1327,1649,2013,2287,2581,2629,3045,0,2023-06-26,-19.174642592795664,31.841720180213166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2978,1469,457,353,1120,833,672,612,592,618,483,563,0,2023-11-22,-14.766335061750969,11.61125084027478,"{""type"":""MultiPoint"",""coordinates"":[]}"
2979,2291,2298,1578,2132,1787,1388,1953,3067,3521,3586,3802,0,2023-07-31,46.30616945441661,-68.58256862810128,"{""type"":""MultiPoint"",""coordinates"":[]}"
2981,2505,327,196,2180,1636,1186,1046,989,941,804,832,0,2023-05-09,13.453858959396028,-83.4295837477206,"{""type"":""MultiPoint"",""coordinates"":[]}"
2982,1513,3055,1737,1381,1420,1666,1914,2411,2758,2771,3129,0,2023-08-10,-19.61337168544066,137.84997762499177,"{""type"":""MultiPoint"",""coordinates"":[]}"
2985,1143,1725,1014,879,706,659,861,1471,1570,1372,1823,0,2023-08-08,-23.061900115472906,146.20582002102154,"{""type"":""MultiPoint"",""coordinates"":[]}"
2986,1784,191,140,1421,868,495,399,378,375,300,325,0,2023-05-30,-10.538265996364625,143.11997541952925,"{""type"":""MultiPoint"",""coordinates"":[]}"
